trail_id,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews
10294566,2.2848,68557.884,2681.9352,5,point to point,2,0,0
10269474,2.2786,4345.218,151.7904,1,loop,2,3,1
10371837,2.2756,9656.04,568.7568,5,out and back,1,4,3
10270249,2.2589,804.67,0.9144,1,out and back,,3.5,2
10040302,2.222,4667.086,66.7512,3,out and back,,2.5,2
10027722,2.2192,15771.532,561.7464,3,out and back,,3,1
10037320,2.2062,20116.75,964.9968,5,out and back,2,0,0
10264130,2.1597,5310.822,97.8408,1,out and back,1,3,1
10291229,2.155,25749.44,1084.7832,7,point to point,2,4,2
10418330,2.1531,233676.168,10944.7584,7,loop,1,5,2
10259085,2.1287,47958.332,1737.9696,3,out and back,2,0,0
10528381,2.1094,73707.772,2566.7208,1,point to point,3,4.5,3
10344453,2.0796,3540.548,71.9328,1,loop,2,5,2
10264672,2.075,9816.974,75.8952,1,loop,1,0,0
10341188,2.0733,51820.748,2477.7192,5,point to point,2,5,2
10336074,2.0525,67592.28,2094.8904,3,loop,3,5,1
10038496,2.0467,7563.898,226.7712,3,out and back,,2,1
10320139,2.041,29772.79,979.932,5,out and back,2,0,0
10314387,2.0379,107182.044,5020.9704,5,point to point,2,0,0
10299404,2.0274,20438.618,1431.9504,7,point to point,1,5,1
10478797,2.0133,41520.972,252.984,3,point to point,2,5,3
10269467,2.0031,2253.076,128.9304,1,out and back,2,0,0
10022053,1.9954,27680.648,496.824,3,out and back,1,0,0
10264120,1.9874,5632.69,97.8408,3,out and back,2,4,1
10396556,1.9866,5149.888,164.8968,3,loop,2,4.5,2
10018608,1.9826,47314.596,817.7784,3,out and back,2,4,1
10264122,1.951,7081.096,236.8296,3,out and back,2,4,2
10396557,1.9383,7563.898,358.7496,3,loop,2,3.5,3
10315438,1.9309,5793.624,346.8624,3,loop,1,5,1
10259106,1.9262,75156.178,2644.7496,5,loop,2,0,0
10472836,1.9222,1609.34,114.9096,3,out and back,1,5,2
10269465,1.9167,1448.406,15.8496,1,out and back,2,0,0
10042325,1.8604,15127.796,918.972,5,out and back,1,0,0
10270254,1.8555,4023.35,3.9624,1,out and back,,0,0
10332210,1.8551,7081.096,252.984,3,loop,,4,1
10031446,1.8169,8851.37,329.7936,3,loop,,5,1
10257652,1.8094,5149.888,191.7192,3,out and back,2,4,1
10308381,1.7862,24783.836,1265.8344,3,out and back,,4,2
10258344,1.7763,482.802,13.716,1,out and back,,4,2
10483854,1.7737,4506.152,120.7008,1,out and back,,5,1
10388993,1.7716,17863.674,747.9792,5,out and back,1,4.5,2
10040394,1.7579,5632.69,305.7144,3,out and back,1,2,1
10293872,1.7357,22530.76,306.9336,5,point to point,2,3,1
10335544,1.7286,10621.644,606.8568,5,out and back,2,4,1
10257653,1.7169,20921.42,1175.9184,5,point to point,2,0,0
10003914,1.7075,9495.106,345.948,1,out and back,1,3,1
10257658,1.7058,25588.506,682.752,3,out and back,2,0,0
10257676,1.6931,28002.516,938.784,3,out and back,2,4,2
10336695,1.6823,30094.658,1401.7752,5,out and back,2,4,1
10372809,1.6658,120539.566,5409.8952,7,point to point,2,5,1
10327774,1.6593,17541.806,691.896,5,point to point,1,0,0
10517641,1.5999,32669.602,836.9808,5,loop,2,4,5
10462912,1.5801,26071.308,485.8512,1,out and back,1,4,1
10111637,1.5663,12070.05,388.9248,3,out and back,1,3.5,10
10261704,1.5654,1770.274,134.7216,3,loop,2,0,0
10270286,1.5523,3540.548,358.7496,5,out and back,,0,0
10351113,1.5485,84007.548,5156.9112,7,point to point,2,5,1
10257657,1.5431,29933.724,638.8608,3,out and back,2,3,1
10331143,1.5367,40233.5,1414.8816,3,loop,,0,0
10310060,1.4981,47475.53,2806.9032,5,point to point,2,0,0
10369012,1.4581,66626.676,3213.8112,5,out and back,2,0,0
10480470,1.4549,32347.734,1463.9544,7,out and back,1,0,0
10327394,1.4544,91249.578,3039.7704,5,out and back,1,0,0
10003613,1.4391,5310.822,250.8504,3,out and back,,4,1
10290223,1.4361,84812.218,2709.9768,7,point to point,2,0,0
10259149,1.4111,27519.714,491.9472,3,out and back,1,0,0
10316147,1.3858,1287.472,72.8472,3,out and back,1,4.5,2
10297082,1.3743,45544.322,1969.9224,5,point to point,2,0,0
10258330,1.365,7242.03,46.9392,1,out and back,2,5,1
10484490,1.3415,6598.294,255.7272,3,out and back,,4.5,2
10484535,1.3375,57292.504,2602.992,7,out and back,2,4,1
10039797,1.3135,3379.614,379.7808,5,out and back,2,1.5,4
10383306,1.3094,46831.794,1924.812,7,out and back,2,3,1
10483742,1.3052,1931.208,73.7616,1,out and back,1,0,0
10420666,1.304,126815.992,4553.712,5,point to point,3,5,1
10523443,1.2977,7724.832,231.9528,3,out and back,2,5,1
10428358,1.294,35888.282,1422.8064,5,out and back,3,5,2
10257656,1.2719,17059.004,446.8368,3,out and back,2,0,0
10485496,1.252,99135.344,1520.952,5,out and back,1,5,1
10527706,1.2269,22369.826,742.7976,5,loop,1,4,2
10522184,1.2263,20116.75,1241.7552,7,out and back,1,5,1
10467435,1.1832,221445.184,6509.9184,3,loop,,0,0
10540716,1.1497,15127.796,528.828,5,loop,2,5,2
10541145,1.1052,9656.04,321.8688,3,out and back,,3,1
10015941,1.0316,3862.416,123.7488,3,loop,,0,0
10527108,0.9989,53912.89,2577.9984,5,loop,2,0,0
10501331,0.9673,339570.74,13165.836,3,point to point,,0,0
10541171,0.9519,12230.984,238.9632,3,out and back,,0,0
10541099,0.9264,8529.502,111.8616,3,loop,,0,0
10541084,0.9213,15127.796,174.9552,3,out and back,,0,0
10541116,0.9213,6598.294,85.9536,3,loop,,0,0
10541144,0.9136,6759.228,187.7568,3,out and back,,0,0
10497238,0.8572,93019.852,4835.9568,7,point to point,2,0,0
10458560,0.8463,17219.938,684.8856,3,point to point,1,5,1
10483879,0.8451,36210.15,1527.9624,5,out and back,2,3,1
10461840,0.7015,5954.558,448.9704,5,out and back,1,0,0
10258991,0.6729,321.868,0,1,out and back,2,1.5,3
10540136,0.3871,35405.48,910.7424,5,loop,2,4,2
10541335,0.1941,34761.744,1123.7976,3,loop,1,0,0
10545116,0,36853.886,2124.7608,5,loop,2,5,3
10026705,83.0341,4988.954,215.7984,3,out and back,4,4.5,2991
10235688,65.477,13035.654,537.972,5,out and back,3,5,1599
10008208,54.6336,4988.954,301.752,3,out and back,4,4.5,1651
10012319,52.036,8690.436,326.7456,3,out and back,3,5,841
10031204,45.8306,2574.944,76.8096,1,out and back,3,4.5,866
10026711,44.9877,15127.796,792.7848,5,out and back,3,5,888
10264164,44.3632,3218.68,129.8448,1,out and back,3,4.5,883
10238357,39.0729,1126.538,12.8016,1,loop,3,4.5,724
10235698,38.7945,12070.05,766.8768,5,out and back,3,4.5,824
10035513,38.7433,11909.116,361.7976,3,out and back,3,4.5,614
10010318,37.8313,9012.304,426.72,3,out and back,3,4.5,927
10041185,34.4488,5793.624,257.8608,3,out and back,2,4.5,448
10031203,33.4693,17702.74,770.8392,5,out and back,3,5,397
10043053,32.9579,11426.314,442.8744,3,out and back,2,4.5,522
10249728,32.0935,9816.974,293.8272,3,out and back,3,4.5,476
10112141,31.6959,11909.116,1496.8728,5,out and back,3,5,550
10028391,31.0555,5149.888,190.8048,3,loop,3,4.5,496
10238728,28.796,4506.152,122.8344,1,out and back,2,4.5,250
10235677,28.4165,9656.04,226.7712,3,loop,3,4.5,496
10235706,28.4035,14805.928,723.9,5,out and back,3,5,344
10030658,28.2017,1126.538,29.8704,1,loop,3,4.5,522
10011242,26.7174,13196.588,874.776,5,out and back,3,4.5,340
10026708,26.2324,1287.472,9.7536,1,loop,3,4.5,370
10035508,25.238,11909.116,205.74,1,out and back,3,4.5,368
10111552,23.5712,14805.928,991.8192,5,out and back,3,5,267
10003209,23.2203,14966.862,658.9776,5,loop,2,5,107
10037044,22.8281,13357.522,610.8192,3,out and back,2,4.5,175
10028402,22.6281,4828.02,191.7192,5,out and back,3,5,309
10235697,21.9963,1931.208,79.8576,1,out and back,3,4.5,222
10041193,21.6951,5632.69,184.7088,1,out and back,2,4.5,267
10235739,21.2884,15610.598,500.7864,5,out and back,3,5,158
10235712,21.1836,17059.004,546.8112,3,out and back,3,4.5,277
10003950,21.0644,13840.324,635.8128,5,out and back,2,4.5,240
10235699,21.0145,15127.796,512.9784,3,out and back,4,4.5,228
10317586,20.8615,7885.766,254.8128,3,out and back,2,5,141
10041187,20.6322,1126.538,61.8744,1,out and back,3,4.5,240
10026713,20.3382,6920.162,424.8912,3,out and back,1,4.5,135
10038099,19.6972,1287.472,13.716,1,loop,3,4.5,232
10292656,19.4896,8690.436,285.9024,3,out and back,2,5,113
10026702,19.0785,9012.304,582.7776,3,out and back,2,4.5,183
10012254,19.0361,18990.212,764.7432,5,out and back,1,4.5,190
10297828,18.6678,8529.502,290.7792,3,out and back,,4.5,238
10291251,18.5816,12552.852,536.7528,3,out and back,2,5,104
10033941,18.4971,9656.04,582.7776,3,out and back,3,4.5,193
10235681,18.3733,13518.456,688.848,5,out and back,2,5,70
10033876,18.1745,4184.284,131.9784,3,loop,3,4.5,240
10235802,17.9683,20116.75,910.7424,5,loop,2,4.5,141
10002801,17.9093,16898.07,988.7712,3,out and back,2,4.5,190
10363771,17.8462,14001.258,573.9384,5,out and back,2,5,140
10001492,17.4926,9173.238,387.7056,3,out and back,3,4.5,131
10293112,17.331,9816.974,410.8704,3,out and back,3,4.5,146
10005393,16.6696,19473.014,809.8536,5,out and back,1,4.5,111
10293307,16.5198,12713.786,505.968,3,loop,2,4.5,62
10258578,16.5094,8207.634,221.8944,3,out and back,1,4,206
10235741,16.4705,20760.486,661.7208,5,out and back,1,5,72
10030593,16.2627,2414.01,123.7488,1,out and back,1,4.5,173
10320915,16.0138,7081.096,344.7288,3,loop,2,4.5,149
10272716,15.733,46348.992,1510.8936,7,loop,1,4.5,48
10000412,15.6444,4023.35,141.732,3,out and back,3,4,101
10010458,15.471,15932.466,715.9752,3,out and back,2,4.5,128
10106086,15.2049,643.736,25.908,1,loop,3,4.5,87
10289358,15.1983,11265.38,418.7952,3,out and back,2,5,23
10235810,14.7896,5632.69,214.884,3,out and back,1,4.5,158
10248248,14.7715,16737.136,416.9664,3,point to point,1,4.5,77
10296119,14.5188,4023.35,127.7112,3,out and back,2,4.5,77
10263499,14.3872,11265.38,516.9408,3,out and back,1,4.5,106
10264059,14.3272,1126.538,44.8056,1,out and back,3,4.5,105
10290799,14.2067,10943.512,405.9936,3,loop,2,4.5,52
10033934,14.2041,1770.274,46.9392,1,out and back,3,4.5,100
10031845,14.1369,10299.776,444.7032,3,out and back,3,4.5,119
10235769,14.1126,11748.182,463.9056,3,out and back,2,4.5,96
10284205,14.0678,10138.842,350.8248,3,out and back,2,4.5,95
10267490,14.002,1770.274,59.7408,1,loop,2,4.5,122
10033889,13.9597,2092.142,94.7928,3,loop,1,4,118
10259076,13.9396,2896.812,542.8488,7,out and back,2,4.5,79
10018356,13.9155,7242.03,290.7792,5,loop,1,4.5,76
10031830,13.8078,23335.43,943.9656,5,out and back,1,5,44
10293115,13.7925,9495.106,265.7856,3,out and back,2,4.5,33
10271463,13.7908,62764.26,1185.9768,3,point to point,3,4.5,83
10235788,13.7732,9977.908,288.9504,3,out and back,2,4.5,76
10249822,13.5973,321.868,1.8288,1,out and back,2,4.5,59
10299305,13.2626,8529.502,286.8168,3,out and back,2,4.5,24
10007866,13.2069,6276.426,445.9224,3,out and back,2,5,69
10111780,13.1672,8046.7,626.9736,3,out and back,,5,47
10277364,13.1538,5310.822,78.9432,1,out and back,2,4.5,101
10274329,13.132,2574.944,135.9408,1,loop,2,4.5,129
10250371,13.0612,17380.872,497.7384,3,out and back,2,4.5,81
10030653,13.0545,11426.314,251.7648,3,out and back,2,4.5,125
10038088,13.0231,20277.684,621.792,3,out and back,1,4.5,26
10241603,12.9199,16898.07,999.744,1,point to point,3,4.5,83
10013526,12.9172,18024.608,680.9232,5,out and back,2,4.5,52
10002585,12.816,29450.922,887.8824,3,out and back,1,4.5,45
10255921,12.7726,643.736,27.7368,1,loop,3,4.5,68
10270326,12.6549,7081.096,105.7656,1,point to point,2,4.5,69
10008051,12.6267,1770.274,34.7472,1,loop,2,4,109
10236189,12.2737,965.604,32.9184,1,loop,1,5,53
10248242,12.262,482.802,6.7056,1,out and back,3,4.5,32
10017559,11.8259,19955.816,923.8488,5,out and back,2,5,25
10254185,11.5216,2414.01,274.9296,3,out and back,1,4,60
10258922,11.4416,8046.7,225.8568,3,loop,1,4.5,44
10018316,11.3623,4667.086,110.9472,1,out and back,2,4.5,54
10258930,11.3221,10460.71,373.9896,3,out and back,1,4.5,63
10258323,10.9801,19633.948,982.98,7,loop,3,4.5,19
10008056,10.8043,3379.614,161.8488,3,out and back,2,4.5,61
10239321,10.7041,11909.116,389.8392,3,loop,2,4,66
10279359,10.5667,2896.812,85.9536,1,loop,2,4.5,26
10240894,10.0475,12391.918,433.7304,3,out and back,2,4.5,40
10235711,9.9247,23174.496,721.7664,5,out and back,1,5,24
10263386,9.9148,14323.126,557.784,3,out and back,2,4.5,16
10263389,9.8782,19473.014,826.9224,3,out and back,1,4.5,39
10275682,9.8561,7885.766,139.9032,3,out and back,2,4.5,40
10272876,9.8415,321.868,23.7744,1,out and back,2,4.5,35
10265217,9.8002,1287.472,99.9744,3,out and back,1,4.5,38
10264634,9.7464,1931.208,14.9352,1,out and back,3,4,62
10236182,9.5991,2414.01,56.9976,3,out and back,1,4,39
10265442,9.3496,1287.472,25.908,1,loop,2,4,44
10002501,9.3427,1931.208,17.9832,1,out and back,3,4,76
10266708,9.3186,7402.964,452.9328,3,out and back,1,4.5,37
10289369,9.3077,14966.862,602.8944,3,out and back,,5,36
10030657,9.2145,13518.456,400.812,3,out and back,,4.5,51
10344418,9.1322,14323.126,988.7712,5,out and back,1,4.5,37
10017560,9.0981,23174.496,986.9424,3,out and back,2,4,41
10289234,9.0967,7081.096,196.9008,3,out and back,2,4.5,38
10314923,9.0569,3701.482,33.8328,1,out and back,2,4.5,20
10028396,8.9639,9816.974,281.94,3,loop,2,4,49
10002944,8.8702,12874.72,402.9456,1,loop,1,4,59
10038098,8.8658,6115.492,211.836,3,out and back,2,4,37
10236179,8.8522,11909.116,598.932,7,out and back,1,4.5,17
10039066,8.8472,24140.1,797.9664,1,point to point,2,4.5,42
10264641,8.7418,6759.228,924.7632,7,out and back,2,4.5,26
10031837,8.6946,9977.908,383.7432,3,loop,2,4,30
10274038,8.6828,15932.466,1219.8096,5,loop,2,4.5,13
10267446,8.6158,23818.232,1494.7392,7,loop,2,4.5,6
10268030,8.5139,6598.294,256.9464,3,loop,,4.5,45
10264716,8.4439,2092.142,160.9344,1,out and back,1,4,40
10236038,8.4226,3379.614,86.868,3,out and back,2,4.5,39
10266319,8.4077,13035.654,776.9352,5,out and back,2,4.5,39
10006227,8.3959,15771.532,307.848,3,out and back,2,4.5,31
10235791,8.3768,1287.472,216.7128,3,loop,1,4,13
10269076,8.3331,40716.302,1280.7696,3,loop,2,4.5,17
10030655,8.288,19312.08,558.6984,3,out and back,1,4.5,13
10263500,8.238,14966.862,488.8992,3,out and back,2,4,41
10026706,8.1768,12230.984,854.964,3,out and back,,4.5,3
10281307,8.0874,7563.898,629.7168,5,loop,2,4,32
10258580,7.9413,8851.37,190.8048,3,out and back,1,4.5,12
10293283,7.9283,18990.212,782.7264,5,loop,2,5,8
10028436,7.8443,12713.786,697.992,3,out and back,2,4,15
10273673,7.7754,12552.852,1184.7576,7,out and back,2,4.5,15
10236186,7.7626,482.802,4.8768,3,out and back,2,4.5,21
10306840,7.5939,26071.308,1233.8304,7,point to point,2,4.5,19
10236039,7.5899,1287.472,46.9392,3,loop,1,4.5,47
10295603,7.5505,7081.096,192.9384,3,out and back,1,4,31
10004128,7.528,804.67,26.8224,1,loop,2,4,38
10013832,7.2383,21565.156,844.9056,5,loop,2,4.5,23
10290912,7.2098,20116.75,1055.8272,7,out and back,1,4.5,5
10302787,7.1581,7885.766,332.8416,3,loop,2,4,7
10236176,7.1255,2414.01,80.772,3,out and back,1,3.5,23
10013322,7.0599,8368.568,224.9424,3,out and back,,4,15
10000730,7.0522,3218.68,46.9392,1,out and back,1,4.5,28
10005709,7.0174,31703.998,1052.7792,5,out and back,1,4.5,10
10348232,7.0064,9173.238,434.9496,5,out and back,3,5,13
10007989,6.9925,11748.182,311.8104,3,loop,2,4,31
10028379,6.9486,6598.294,129.8448,3,out and back,,4.5,27
10255924,6.8841,1287.472,24.9936,1,loop,2,4,25
10012441,6.8617,4988.954,205.74,3,out and back,1,4,33
10235811,6.8545,25588.506,1200.912,5,out and back,,4.5,12
10288992,6.8538,16737.136,685.8,3,loop,,4.5,28
10263505,6.7946,17059.004,1044.8544,7,out and back,1,5,4
10310851,6.7098,804.67,22.86,1,loop,1,4.5,24
10341169,6.694,965.604,129.8448,3,out and back,1,4,30
10235721,6.6558,23657.298,709.8792,5,out and back,1,4.5,11
10008311,6.64,24944.77,1158.8496,3,out and back,2,4.5,15
10008082,6.6185,3540.548,324.9168,5,out and back,1,4.5,17
10483902,6.5789,14805.928,705.9168,5,out and back,,5,8
10351832,6.5664,13840.324,612.9528,3,out and back,3,4.5,30
10308121,6.4631,25105.704,1675.7904,5,out and back,2,5,3
10042102,6.4324,33635.206,835.7616,3,out and back,2,3.5,21
10267072,6.3905,7402.964,83.82,1,out and back,2,4,18
10303226,6.3451,17219.938,802.8432,3,loop,2,4.5,14
10328652,6.285,643.736,17.9832,1,out and back,2,4.5,17
10263510,6.2429,20438.618,762,3,out and back,1,4.5,7
10347650,6.2212,17863.674,978.7128,5,out and back,2,5,6
10001960,6.0863,6920.162,100.8888,1,out and back,,4.5,10
10316689,6.0724,4345.218,74.9808,3,loop,1,4,28
10299308,5.9579,11909.116,450.7992,3,out and back,2,4.5,6
10009217,5.9468,40394.434,1079.9064,3,out and back,1,4,5
10002726,5.8592,2896.812,47.8536,1,out and back,2,4,15
10239051,5.7165,482.802,9.7536,3,out and back,,4,11
10006093,5.6387,10138.842,227.9904,1,out and back,2,4.5,7
10009678,5.5178,41038.17,1894.9416,5,out and back,2,4.5,4
10009887,5.4705,4828.02,177.6984,3,loop,,4.5,4
10325732,5.4503,10460.71,658.9776,5,out and back,1,4.5,16
10267447,5.4235,32991.47,1572.768,7,loop,2,5,6
10384471,5.3997,4023.35,345.948,5,out and back,1,4.5,18
10255923,5.3295,7402.964,102.7176,1,loop,2,4,12
10293388,5.2538,643.736,13.716,1,out and back,2,4,24
10352842,5.2114,37497.622,1766.9256,5,loop,2,5,4
10323206,5.2109,1287.472,5.7912,1,out and back,2,4,9
10415387,5.149,17219.938,967.74,5,out and back,2,4.5,13
10326635,5.0681,12070.05,520.9032,3,out and back,,4.5,9
10328654,5.0095,160.934,4.8768,1,out and back,2,4,16
10296253,5.0068,15771.532,517.8552,3,loop,1,4,8
10236040,4.9624,3701.482,41.7576,1,loop,,4,14
10335093,4.9281,2414.01,217.932,1,out and back,,4.5,7
10325906,4.8159,482.802,34.7472,1,out and back,2,4.5,12
10346961,4.795,4345.218,143.8656,3,out and back,1,4,22
10325904,4.7128,804.67,19.812,1,out and back,2,4.5,17
10296245,4.7121,23335.43,464.82,3,out and back,2,4.5,4
10033938,4.7117,160.934,0,1,out and back,1,3,13
10013146,4.6134,18346.476,651.9672,3,out and back,1,4.5,3
10505446,4.5618,14323.126,451.7136,5,loop,3,5,1
10241201,4.5546,19312.08,788.8224,3,loop,1,4.5,3
10331490,4.5096,33957.074,2142.744,5,out and back,2,4.5,5
10328659,4.4651,160.934,0.9144,1,out and back,2,4.5,11
10333886,4.4465,10460.71,292.9128,3,loop,2,4,13
10415389,4.3295,25910.374,1254.8616,3,point to point,2,5,4
10325905,4.2256,643.736,6.7056,1,out and back,2,4.5,11
10353375,4.0973,19312.08,709.8792,3,out and back,1,4.5,9
10233312,4.0957,14484.06,544.9824,3,out and back,1,4,4
10297065,4.074,11748.182,401.7264,3,out and back,1,4,5
10003889,4.0572,643.736,22.86,1,loop,2,3.5,19
10336110,3.9215,9977.908,415.7472,5,out and back,1,4,14
10328656,3.9114,160.934,0,1,out and back,2,3.5,11
10290968,3.787,13840.324,349.9104,3,out and back,2,4.5,4
10325911,3.7082,3540.548,88.6968,1,out and back,2,4,10
10293306,3.7072,20116.75,627.888,5,out and back,1,4.5,3
10258032,3.5356,1609.34,26.8224,1,loop,3,4,6
10503810,3.3709,12874.72,464.82,3,out and back,,4.5,7
10327225,3.3535,14805.928,577.9008,3,out and back,,4.5,3
10328707,3.31,12552.852,350.8248,3,point to point,1,5,1
10506769,3.1709,16254.334,480.9744,3,point to point,2,4.5,6
10236195,3.1509,6598.294,170.9928,3,loop,1,3,5
10301761,3.1347,39589.764,2365.8576,7,out and back,1,4.5,2
10267489,3.096,11265.38,1076.8584,5,out and back,2,5,1
10336304,2.9943,24461.968,1143,3,out and back,2,4,1
10415394,2.97,20438.618,1038.7584,5,out and back,2,5,3
10111550,2.9671,22691.694,1478.8896,5,out and back,,0,0
10505928,2.9645,16576.202,583.9968,3,loop,2,5,3
10486536,2.9523,31703.998,1016.8128,5,out and back,2,4.5,10
10456353,2.9021,2092.142,544.9824,5,out and back,1,5,7
10008197,2.8506,20921.42,665.988,3,out and back,2,3.5,3
10340524,2.712,17219.938,438.912,3,out and back,1,5,1
10296241,2.7046,30899.328,765.9624,3,out and back,2,3.5,2
10500519,2.5737,17380.872,974.7504,3,out and back,1,4,1
10515687,2.5233,58579.976,2935.8336,7,loop,1,4.5,5
10361121,2.49,22691.694,780.8976,5,loop,3,4.5,2
10396877,2.4849,7885.766,79.8576,3,loop,2,3.5,6
10507386,2.4505,12713.786,403.86,3,loop,1,4.5,3
10328712,2.2781,8368.568,605.9424,5,out and back,2,5,3
10487502,2.2389,18185.542,610.8192,3,loop,2,3.5,8
10387901,2.2328,6759.228,56.9976,3,out and back,2,3,4
10345950,2.2168,22369.826,437.9976,3,loop,2,5,1
10486777,2.1633,22691.694,642.8232,5,out and back,1,5,1
10415397,2.0274,19794.882,1049.7312,5,out and back,2,5,2
10415362,1.7872,4988.954,308.7624,3,out and back,2,4,2
10325907,1.7866,8529.502,207.8736,3,out and back,1,3,1
10511605,1.7582,23174.496,1306.9824,7,out and back,1,4.5,3
10370401,1.674,78535.792,3257.7024,7,point to point,1,0,0
10255922,1.2883,804.67,47.8536,1,loop,3,4,15
10523664,1.2874,643.736,8.8392,1,loop,2,4,1
10010273,0.6317,3057.746,217.932,3,out and back,2,2.5,2
10535820,0.4729,27519.714,1374.9528,5,loop,1,0,0
10038836,13.6862,25427.572,6.7056,1,loop,3,4.5,150
10001023,11.4918,2414.01,0,1,loop,3,4.5,97
10035361,7.8388,13196.588,26.8224,1,out and back,,4.5,35
10003581,6.576,321.868,0,1,loop,3,4,32
10236004,6.4188,643.736,0,1,loop,1,3.5,42
10017338,5.9688,24944.77,0,1,out and back,1,4,22
10034730,5.8949,15932.466,0.9144,1,out and back,1,4,16
10016305,5.8175,643.736,0,1,loop,3,3.5,26
10016478,5.7149,27358.78,4.8768,1,out and back,3,4,28
10025862,5.1776,804.67,0.9144,1,loop,3,4.5,10
10002315,5.0211,643.736,0,1,loop,2,3.5,19
10017967,4.9702,58258.108,7.9248,1,point to point,2,4.5,12
10111232,4.9089,2574.944,2.7432,1,loop,,4.5,14
10026433,4.4652,8851.37,0,1,loop,1,4,8
10294502,4.3565,2735.878,0.9144,1,out and back,2,4,16
10013214,4.0845,643.736,0,1,loop,3,3,17
10347885,3.9733,1448.406,0,1,out and back,2,4,14
10005233,3.8391,804.67,0.9144,1,loop,3,4,10
10015102,3.6618,1609.34,1.8288,1,out and back,3,3.5,9
10013481,3.6456,5793.624,0.9144,1,out and back,3,3,17
10030904,3.3403,3540.548,0.9144,1,loop,2,4.5,9
10236016,2.9109,482.802,0,1,loop,3,2.5,8
10236014,2.7516,12552.852,2.7432,1,out and back,3,3,6
10267812,2.302,12070.05,1.8288,1,out and back,1,3.5,5
10003259,2.2989,8368.568,5.7912,1,loop,3,3,3
10013224,2.2447,8368.568,1.8288,1,out and back,1,2.5,9
10267811,2.2335,143070.326,5.7912,3,point to point,1,4,1
10021066,2.0122,31703.998,0,3,loop,1,3,1
10294501,1.9961,1287.472,0.9144,1,loop,1,3,3
10395621,1.9875,482.802,0,1,out and back,1,4,7
10267870,1.3258,27519.714,0.9144,1,out and back,1,0,0
10259207,4.7291,2574.944,36.8808,3,loop,1,4,26
10042890,15.7128,6920.162,64.9224,3,loop,2,4.5,204
10018166,9.1546,6276.426,50.9016,3,loop,2,4,64
10018164,8.6337,5471.756,78.9432,3,loop,2,4,53
10033779,6.2936,4345.218,43.8912,1,out and back,2,4.5,12
10323594,6.2548,1770.274,28.956,1,loop,2,4,28
10338879,5.8174,6115.492,40.8432,1,out and back,1,4.5,29
10265729,5.6075,1448.406,26.8224,3,loop,1,4,35
10249715,5.4929,5149.888,52.7304,3,loop,2,4,22
10351455,3.555,1609.34,5.7912,1,out and back,2,4,15
10018161,3.1253,35083.612,84.7344,3,point to point,2,3.5,3
10331078,3.0381,3057.746,40.8432,1,loop,,4,7
10496321,2.8118,1770.274,20.7264,1,loop,2,4.5,13
10495796,1.8294,2253.076,32.9184,1,loop,1,4,5
10337618,1.7891,14805.928,13.716,1,point to point,2,3.5,4
10369418,1.7808,2253.076,1.8288,1,loop,2,3.5,3
10496311,0.688,804.67,4.8768,1,out and back,2,3,1
10236102,15.2418,7242.03,169.7736,3,loop,1,4.5,157
10234750,12.2808,2896.812,70.7136,1,out and back,,4.5,105
10028243,9.1278,17541.806,173.736,1,point to point,2,4.5,30
10236103,8.9965,3862.416,108.8136,1,out and back,1,4,63
10003973,8.5146,4988.954,122.8344,1,loop,1,4,44
10236104,7.8669,5471.756,129.8448,1,out and back,1,4,43
10039482,6.7575,8690.436,100.8888,1,loop,2,3.5,36
10268406,6.5465,2414.01,83.82,1,loop,2,4,46
10023428,6.1532,5793.624,158.8008,3,loop,,4,25
10236097,6.0857,19794.882,434.9496,5,out and back,2,4,16
10269382,6.0838,1287.472,12.8016,1,loop,2,4,25
10039481,5.9372,25910.374,575.7672,3,loop,,3,21
10272353,5.786,17863.674,178.9176,3,loop,1,4,32
10269383,5.7852,25749.44,262.7376,3,out and back,1,4,19
10236099,5.7394,321.868,6.7056,1,out and back,2,3.5,39
10236100,5.715,643.736,1.8288,1,loop,1,4,28
10288689,5.2051,804.67,29.8704,1,loop,1,3.5,28
10339232,4.8467,3540.548,48.768,1,out and back,2,4.5,16
10236062,3.9417,8851.37,62.7888,1,out and back,,3.5,17
10037956,3.8669,9656.04,117.9576,1,out and back,,3.5,8
10030501,3.8619,8207.634,156.972,3,out and back,2,3.5,15
10236098,3.8103,11748.182,340.7664,3,out and back,,3.5,14
10041962,3.7453,11265.38,213.9696,3,out and back,2,3.5,9
10037955,2.7447,16093.4,285.9024,1,loop,1,3,4
10474893,2.6282,19151.146,299.9232,3,loop,1,4.5,3
10382120,2.5053,21404.222,324.9168,3,loop,2,4.5,4
10033788,1.841,9334.172,203.9112,3,out and back,1,2,5
10039483,0.8053,5149.888,114.9096,3,out and back,1,3.5,6
10006208,43.9161,2253.076,148.7424,5,loop,3,5,1123
10006042,34.8209,6437.36,340.7664,3,out and back,4,4.5,679
10241910,31.0667,5471.756,28.956,3,loop,3,4.5,578
10260660,30.4711,4988.954,181.9656,3,loop,3,4.5,343
10010417,28.714,12070.05,684.8856,5,loop,3,4.5,426
10279767,28.5985,3379.614,319.7352,5,loop,3,5,597
10235826,27.4348,7242.03,113.9952,1,out and back,2,4.5,388
10012621,23.0276,2574.944,91.7448,3,loop,2,4.5,279
